UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9418,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H38831,H,298.1,308.4,1515,43.8,6,0,0,0,0,0,0
9419,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56598,L,298.0,308.4,1432,46.2,11,0,0,0,0,0,0
9420,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56599,L,298.0,308.4,1911,22.0,13,0,0,0,0,0,0
9421,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56600,L,298.0,308.4,1472,42.0,15,0,0,0,0,0,0
9422,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24281,M,298.1,308.5,1382,54.5,17,0,0,0,0,0,0
9423,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0
9424,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56603,L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0
9425,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M24284,M,298.0,308.5,1585,33.0,24,0,0,0,0,0,0
9426,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24285,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0
9427,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0
9428,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56607,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0
9429,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38842,H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0
9430,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L56609,L,298.2,308.8,1498,36.0,39,0,0,0,0,0,0
9431,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56610,L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0
9432,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56611,L,298.0,308.6,1430,57.0,43,0,0,0,0,0,0
9433,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L56612,L,298.0,308.7,1619,40.1,45,0,0,0,0,0,0
9434,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M24293,M,298.0,308.7,1430,51.9,47,0,0,0,0,0,0
9435,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56614,L,298.0,308.6,1626,33.3,50,0,0,0,0,0,0
9436,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56615,L,298.0,308.7,1443,49.3,52,0,0,0,0,0,0
9437,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56616,L,298.0,308.6,1481,42.5,54,0,0,0,0,0,0
9438,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24297,M,298.1,308.7,1527,43.0,56,0,0,0,0,0,0
9439,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24298,M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0
9440,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24299,M,298.1,308.8,1433,48.2,62,0,0,0,0,0,0
9441,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24300,M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0
9442,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L56621,L,298.1,308.8,1432,43.4,68,0,0,0,0,0,0
9443,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24302,M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0
9444,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H38857,H,298.0,308.8,1411,53.8,73,0,0,0,0,0,0
9445,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56624,L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0
9446,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24305,M,298.2,309.0,1446,45.8,80,0,0,0,0,0,0
9447,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H38860,H,298.1,308.9,1388,53.5,83,0,0,0,0,0,0
9448,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24307,M,298.1,308.9,1323,51.7,88,0,0,0,0,0,0
9449,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56628,L,298.2,309.0,1780,29.3,91,0,0,0,0,0,0
9450,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24309,M,298.1,308.8,1434,41.8,93,0,0,0,0,0,0
9451,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M24310,M,298.0,308.7,1494,42.6,96,0,0,0,0,0,0
9452,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H38865,H,298.0,308.7,1536,39.6,99,0,0,0,0,0,0
9453,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24312,M,298.0,308.7,1392,53.4,104,0,0,0,0,0,0
9454,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38867,H,298.2,309.0,1360,56.8,107,0,0,0,0,0,0
9455,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0
9456,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56635,L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0
9457,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56636,L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0
9458,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24317,M,298.5,309.3,1692,26.7,118,0,0,0,0,0,0
9459,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0
9460,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0
9461,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24320,M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0
9462,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24321,M,298.4,309.2,1414,46.4,128,0,0,0,0,0,0
9463,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56642,L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0
9464,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0
9465,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0
9466,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24325,M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0
9467,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56646,L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0
9468,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56647,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0
9469,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0
9470,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0
9471,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H38884,H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0
9472,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M24331,M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0
9473,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24332,M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0
9474,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56653,L,298.7,309.5,1446,40.0,160,0,0,0,0,0,0
9475,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24334,M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0
9476,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56655,L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0
9477,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24336,M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0
9478,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24337,M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0
9479,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56658,L,298.8,309.6,1890,24.0,173,0,0,0,0,0,0
9480,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38893,H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0
9481,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24340,M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0
9482,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56661,L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0
9483,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H38896,H,298.8,309.6,1309,57.4,185,0,0,0,0,0,0
9484,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H38897,H,298.9,309.6,1546,35.3,190,0,0,0,0,0,0
9485,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56664,L,298.9,309.6,1663,33.7,195,0,0,0,0,0,0
9486,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56665,L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0
9487,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24346,M,298.9,309.6,1472,46.0,199,0,0,0,0,0,0
9488,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56667,L,298.9,309.6,1583,39.8,202,0,0,0,0,0,0
9489,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24348,M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0
9490,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56669,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0
9491,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24350,M,299.0,309.7,1418,44.7,209,0,0,0,0,0,0
9492,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24351,M,299.0,309.7,1489,40.7,212,0,0,0,0,0,0
9493,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56672,L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0
9494,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56673,L,299.1,309.8,1398,55.4,217,1,0,0,0,1,0
9495,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56674,L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0
9496,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H38909,H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0
9497,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M24356,M,299.2,310.0,1349,50.4,226,0,0,0,0,0,0
9498,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H38911,H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0
9499,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38912,H,299.2,310.1,1542,36.1,5,0,0,0,0,0,0
9500,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L56679,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0
9501,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56680,L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0
9502,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0
9503,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56682,L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0
9504,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24363,M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0
9505,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56684,L,299.2,310.3,1440,47.0,21,0,0,0,0,0,0
9506,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56685,L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0
9507,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H38920,H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0
9508,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L56687,L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0
9509,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L56688,L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0
9510,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24369,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0
9511,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M24370,M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0
9512,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56691,L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0
9513,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L56692,L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0
9514,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24373,M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0
9515,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L56694,L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0
9516,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56695,L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0
9517,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56696,L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0
9518,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56697,L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0
9519,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0
9520,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L56699,L,299.0,310.1,1531,36.0,57,0,0,0,0,0,0
9521,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L56700,L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0
9522,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M24381,M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0
9523,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24382,M,299.0,310.2,1657,32.3,64,0,0,0,0,0,0
9524,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56703,L,299.0,310.2,1494,40.6,67,0,0,0,0,0,0
9525,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H38938,H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0
9526,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56705,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0
9527,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24386,M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0
9528,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56707,L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0
9529,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M24388,M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0
9530,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56709,L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0
9531,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38944,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0
9532,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0
9533,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0
9534,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L56713,L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0
9535,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56714,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0
9536,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24395,M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0
9537,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56716,L,299.3,310.5,1818,26.0,102,0,0,0,0,0,0
9538,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24397,M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0
9539,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56718,L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0
9540,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L56719,L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0
9541,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M24400,M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0
9542,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0
9543,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0
9544,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M24403,M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0
9545,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L56724,L,299.6,311.0,1708,31.0,122,0,0,0,0,0,0
9546,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L56725,L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0
9547,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24406,M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0
9548,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56727,L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0
9549,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0
9550,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0
9551,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24410,M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0
9552,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0
9553,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24412,M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0
9554,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56733,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0
9555,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24414,M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0
9556,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0
9557,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L56736,L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0
9558,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M24417,M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0
9559,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0
9560,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L56739,L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0
9561,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56740,L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0
9562,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L56741,L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0
9563,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M24422,M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0
9564,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0
9565,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L56744,L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0
9566,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M24425,M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0
9567,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L56746,L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0
9568,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L56747,L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0
9569,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0
9570,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M24429,M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0
9571,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56750,L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0
9572,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L56751,L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0
9573,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0
9574,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L56753,L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0
9575,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H38988,H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0
9576,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0
9577,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L56756,L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0
9578,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M24437,M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0
